ano;trimestre;categoria;tipo;cnpj;instituicao_financeira;indice;qtd_reclamacoes_reguladas_procedentes;qtd_reclamacoes_reguladas_outras;qtd_reclamacoes_nao_reguladas;qtd_total_reclamacoes;qtd_total_clientes_ccs_e_scr;qtd_clientes_ccs;qtd_clientes_scr
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Banco/financeira;13140088;ACESSO SOLUES DE PAGAMENTO S.A. - INSTITUIO DE PAGAMENTO;15,52;86;81;12;179;5538591;5538546;41852
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Banco/financeira;10868663;ACG INSTITUIO DE PAGAMENTO S.A.; ;1;1;0;2;51711;51711; 
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Conglomerado; ;AFINZ (conglomerado); ;17;32;13;62;483968;1078;482931
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Conglomerado; ;AGIBANK (conglomerado);112,41;224;261;60;545;1992640;1610132;1269980
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Banco/financeira;36321990;AGORACRED S/A SOCIEDADE DE CRDITO, FINANCIAMENTO E INVESTIMENTO; ;2;6;0;8;549291;127;549164
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Banco/financeira;27214112;AL5 S.A. CRDITO, FINANCIAMENTO E INVESTIMENTO; ;5;0;0;5;31644;20829;16684
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Conglomerado; ;ALFA (conglomerado); ;7;25;4;36;439630;267442;173252
2022;4;Top 15 - Bancos, Financeiras e Instituies de Pagamento;Banco/financeira;32778350;AME DIGITAL BRASIL INSTITUICAO DE PAGAMENTO LTDA;1,28;40;38;14;92;31101626;31101415;1434
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Conglomerado; ;ANDBANK (conglomerado); ;0;1;4;5;31197;4324;26901
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Conglomerado; ;ASAAS (conglomerado); ;15;42;5;62;0;0;0
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Banco/financeira;54403563;BANCO ARBI S.A.; ;6;7;2;15;89501;89501; 
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Banco/financeira;00997185;BANCO B3 S.A.; ;1;0;3;4;1160;1160; 
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Banco/financeira;02992446;BANCO CNH INDUSTRIAL CAPITAL S.A.; ;0;3;4;7;29965;1306;28842
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Banco/financeira;08357240;BANCO CSF S.A.;6,31;51;75;39;165;8070375; ;8070375
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Banco/financeira;04902979;BANCO DA AMAZONIA S.A.; ;2;1;6;9;587752;516123;203435
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Banco/financeira;92874270;BANCO DIGIMAIS S.A.;170,35;56;35;50;141;328722;157369;208295
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Banco/financeira;13009717;BANCO DO ESTADO DE SERGIPE S.A.; ;29;30;15;74;1128708;851059;656226
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Banco/financeira;04913711;BANCO DO ESTADO DO PAR S.A.;33,68;34;21;10;65;1009445;886254;435161
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Banco/financeira;07237373;BANCO DO NORDESTE DO BRASIL S.A.; ;7;27;27;61;9384798;8816792;3284218
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Banco/financeira;53518684;BANCO HSBC S.A.; ;0;4;3;7;4057;4039;89
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Banco/financeira;04866275;BANCO INBURSA S.A.; ;16;7;4;27;39104;10;39096
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Banco/financeira;91884981;BANCO JOHN DEERE S.A.; ;0;1;0;1;13833;254;13641
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Banco/financeira;07441209;BANCO MONEO S.A.; ;0;1;0;1;1135;9;1128
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Banco/financeira;78632767;BANCO OURINVEST S.A.; ;1;7;3;11;307501;304060;3496
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Banco/financeira;61820817;BANCO PAULISTA S.A.; ;11;7;1;19;86056;8944;77420
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Banco/financeira;01023570;BANCO RABOBANK INTERNATIONAL BRASIL S.A.; ;0;0;1;1;3898;3708;1692
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Banco/financeira;00517645;BANCO RIBEIRAO PRETO S.A.; ;0;1;0;1;4759;4600;1853
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Banco/financeira;00795423;BANCO SEMEAR S.A.; ;0;5;2;7;312515;7354;306394
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Conglomerado; ;BANCO SICOOB (conglomerado);8,44;51;63;29;143;6040091;2687294;4066514
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Banco/financeira;60518222;BANCO SUMITOMO MITSUI BRASILEIRO S.A.; ;0;0;1;1;1180;1140;123
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Banco/financeira;07679404;BANCO TOPZIO S.A.; ;4;7;4;15;12744;11638;2727
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Conglomerado; ;BANCO TOYOTA DO BRASIL S.A. (conglomerado); ;0;4;6;10;155246;15260;140846
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Banco/financeira;17351180;BANCO TRIANGULO S.A.; ;7;18;8;33;1744811;687146;1404832
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Banco/financeira;57839805;BANCO TRICURY S.A.; ;0;0;1;1;972;958;152
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Conglomerado; ;BANESTES (conglomerado); ;25;19;8;52;1427677;1377261;487518
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Conglomerado; ;BANRISUL (conglomerado);6,33;33;285;65;383;5213189;3722651;4084171
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Conglomerado; ;BARIGUI (conglomerado);84,30;30;35;11;76;355853;322998;64206
2022;4;Top 15 - Bancos, Financeiras e Instituies de Pagamento;Conglomerado; ;BB (conglomerado);8,22;610;1863;962;3435;74126665;67500727;35771620
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Conglomerado; ;BBC (conglomerado); ;1;4;5;10;6609; ;6609
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Banco/financeira;20443996;BECKER FINANCEIRA S.A. - CRDITO, FINANCIAMENTO E INVESTIMENTO; ;0;1;0;1;198148;8;198143
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Banco/financeira;11285104;BIORC FINANCEIRA - CRDITO, FINANCIAMENTO E INVESTIMENTO S.A.; ;1;1;0;2;254;254; 
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Conglomerado; ;BMG (conglomerado);53,88;661;893;139;1693;12267412;7788639;6956142
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Conglomerado; ;BMW (conglomerado); ;1;1;1;3;32997;31076;23175
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Conglomerado; ;BNP PARIBAS (conglomerado);32,84;63;278;50;391;1917938;10966;1907365
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Conglomerado; ;BNQI - FINANCEIRO (conglomerado); ;29;32;16;77;0;0;0
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Conglomerado; ;BOFA MERRILL LYNCH (conglomerado); ;0;2;0;2;4928;4923;122
2022;4;Top 15 - Bancos, Financeiras e Instituies de Pagamento;Conglomerado; ;BRADESCO (conglomerado);21,64;2225;3075;1578;6878;102814534;97211510;39643150
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Conglomerado; ;BRB (conglomerado);38,57;233;282;142;657;6040929;4180679;3109280
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Banco/financeira;12865507;BRK S.A. CRDITO, FINANCIAMENTO E INVESTIMENTO; ;0;1;1;2;25477;21498;18676
2022;4;Top 15 - Bancos, Financeiras e Instituies de Pagamento;Conglomerado; ;BTG PACTUAL/BANCO PAN (conglomerado);76,13;1613;1010;470;3093;21185674;15568730;9773649
2022;4;Top 15 - Bancos, Financeiras e Instituies de Pagamento;Conglomerado; ;C6 BANK (conglomerado);33,13;759;1451;468;2678;22905869;20319653;7333687
2022;4;Top 15 - Bancos, Financeiras e Instituies de Pagamento;Conglomerado; ;CAIXA ECONMICA FEDERAL (conglomerado);12,08;1790;2331;2021;6142;148128348;146335552;32818092
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Conglomerado; ;CAIXA GERAL (conglomerado); ;1;0;1;2;1006;986;58
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Banco/financeira;37122487;CALCRED S.A. - CRDITO, FINANCIAMENTO E INVESTIMENTO; ;2;0;0;2;181452; ;181452
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Banco/financeira;09313766;CARUANA S.A. - SOCIEDADE DE CRDITO, FINANCIAMENTO E INVESTIMENTO; ;2;5;1;8;59548;54218;13701
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Conglomerado; ;CCB (conglomerado); ;5;35;2;42;153165;3352;150213
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Banco/financeira;13935893;CELCOIN INSTITUICAO DE PAGAMENTO S.A.; ;18;4;3;25;0;0;0
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Banco/financeira;26225776;CENTROCRED S.A. CRDITO, FINANCIAMENTO E INVESTIMENTOS; ;0;1;0;1;110120;72;110048
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Banco/financeira;01027058;CIELO S.A. - INSTITUIO DE PAGAMENTO; ;14;16;38;68;213990;213874;116
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Conglomerado; ;CITIBANK (conglomerado); ;2;9;8;19;18935;18057;1780
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Banco/financeira;18189547;CLOUDWALK INSTITUIO DE PAGAMENTO E SERVICOS LTDA; ;7;9;14;30;0;0;0
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Conglomerado; ;COBUCCIO (conglomerado); ;16;9;44;69;752805;6695;751131
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Conglomerado; ;COLOMBO (conglomerado); ;1;3;0;4;322448;61;322405
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Banco/financeira;05938780;COOPER CARD INSTITUIO DE PAGAMENTO LTDA.; ;1;1;0;2;392951;131098;287743
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Conglomerado; ;CREDSYSTEM (conglomerado); ;5;14;15;34;4235510;0;4235510
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Conglomerado; ;CREFISA (conglomerado);23,81;84;145;83;312;3526710;2023560;1923733
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Conglomerado; ;DAYCOVAL (conglomerado);103,22;180;537;79;796;1743806;275309;1527166
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Banco/financeira;13370835;DOCK INSTITUIO DE PAGAMENTO S.A.; ;20;11;3;34;2013085;2013085; 
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Banco/financeira;21018182;EBANX INSTITUICAO DE PAGAMENTOS LTDA.; ;27;35;5;67;559116;559114;2
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Banco/financeira;00714671;EWALLY INSTITUIO DE PAGAMENTO S.A.; ;2;2;1;5;0;0;0
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Banco/financeira;39321657;FACEBOOK INSTITUIO DE PAGAMENTO DO BRASIL LTDA.; ;1;1;0;2;0;0;0
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Banco/financeira;15581638;FACTA FINANCEIRA S.A. - CRDITO FINANCIAMENTO E INVESTIMENTO;396,37;352;257;67;676;888045;686;887367
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Banco/financeira;36583700;FC FINANCEIRA S.A. - CRDITO, FINANCIAMENTO E INVESTIMENTO; ;15;4;3;22;21602; ;21602
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Banco/financeira;00411939;FINAMAX S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTO; ;1;1;1;3;83736;1578;82190
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Conglomerado; ;FINAXIS (conglomerado); ;0;0;1;1;3907;3907; 
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Banco/financeira;04962772;FISERV DO BRASIL  INSTITUIO DE PAGAMENTO LTDA; ;0;2;0;2;93; ;93
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Banco/financeira;13203354;FITBANK INSTITUIO DE PAGAMENTOS ELETRNICOS S.A.; ;4;1;0;5;29083;29083; 
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Banco/financeira;23114447;FLAGSHIP INSTITUICAO DE PAGAMENTOS LTDA; ;1;6;0;7;73806;73806; 
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Banco/financeira;02732968;FORTBRASIL INSTITUIO DE PAGAMENTO S/A; ;4;6;6;16;624574; ;624574
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Conglomerado; ;GAZIN (conglomerado); ;0;1;0;1;52007;450;51636
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Conglomerado; ;GENIAL (conglomerado); ;9;4;0;13;734186;734183;412
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Conglomerado; ;GERENCIANET (conglomerado); ;8;13;2;23;345269;345030;15425
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Conglomerado; ;GM (conglomerado); ;1;6;8;15;221613;474;221222
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Banco/financeira;22177858;GRANITO INSTITUIO DE PAGAMENTO S.A.; ;3;0;2;5;60; ;60
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Conglomerado; ;GRUPO BONSUCESSO - BS2 (conglomerado);375,26;122;72;21;215;325107;316674;11072
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Conglomerado; ;GRUPO ZEMA (conglomerado); ;1;3;13;17;537686;27881;518166
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Conglomerado; ;HERVAL - HS (conglomerado); ;1;9;1;11;218105;803;217505
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Conglomerado; ;HONDA (conglomerado); ;6;6;9;21;358758;146;358703
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Banco/financeira;13884775;HUB INSTITUIO DE PAGAMENTO S.A.;3,26;36;65;1;102;11021807;11021797;78
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Conglomerado; ;INDUSTRIAL DO BRASIL (conglomerado); ;4;14;1;19;69669;4675;65849
2022;4;Top 15 - Bancos, Financeiras e Instituies de Pagamento;Conglomerado; ;INTER (conglomerado);36,90;857;615;239;1711;23219194;23080181;3502534
2022;4;Top 15 - Bancos, Financeiras e Instituies de Pagamento;Conglomerado; ;ITAU (conglomerado);15,26;1492;3154;1463;6109;97712980;79820279;54522214
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Banco/financeira;15111975;IUGU INSTITUIO DE PAGAMENTO S.A.; ;8;7;1;16;2365; ;2365
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Banco/financeira;04230630;JBCRED S.A. SOCIEDADE DE CREDITO, FINANCIAMENTO E INVESTIMENTO; ;0;5;5;10;60391; ;60391
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Conglomerado; ;JP MORGAN CHASE (conglomerado); ;0;1;0;1;0;0;0
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Banco/financeira;06040559;KREDILIG S.A. - CRDITO, FINANCIAMENTO E INVESTIMENTO; ;1;2;1;4;319580;7;319576
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Banco/financeira;11271860;LEBES FINANCEIRA S.A. - CRDITO, FINANCIAMENTO E INVESTIMENTO; ;5;5;2;12;334203;5;334198
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Banco/financeira;07652226;LECCA CRDITO, FINANCIAMENTO E INVESTIMENTO S/A; ;1;3;2;6;27489;271;27218
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Banco/financeira;07747410;M PAGAMENTOS S.A. - CRDITO FINANCIAMENTO E INVESTIMENTO; ;1;9;3;13;519067; ;519067
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Conglomerado; ;MASTER (conglomerado);638,66;265;192;55;512;414928;14820;402383
2022;4;Top 15 - Bancos, Financeiras e Instituies de Pagamento;Conglomerado; ;MERCADO CRDITO (conglomerado);18,07;779;898;247;1924;43102757;43079822;4035091
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Conglomerado; ;MERCANTIL DO BRASIL (conglomerado);48,40;279;205;73;557;5764031;4172918;3047428
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Conglomerado; ;MERCEDES-BENZ (conglomerado); ;2;1;5;8;19240;423;18899
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Banco/financeira;09464032;MIDWAY S.A. - CRDITO, FINANCIAMENTO E INVESTIMENTO;4,06;33;86;30;149;8108375;2324607;7565452
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Conglomerado; ;MODAL (conglomerado); ;25;34;5;64;1789775;1789452;46761
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Banco/financeira;04379829;NEGRESCO S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTOS; ;0;1;0;1;478360;632;477731
2022;4;Top 15 - Bancos, Financeiras e Instituies de Pagamento;Conglomerado; ;NEON (conglomerado);11,75;195;182;35;412;16586111;16583349;1420503
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Banco/financeira;74828799;NOVO BANCO CONTINENTAL S.A. - BANCO MLTIPLO; ;0;21;2;23;544311;3669;541595
2022;4;Top 15 - Bancos, Financeiras e Instituies de Pagamento;Conglomerado; ;NUBANK (conglomerado);6,90;477;1150;319;1946;69077761;67260966;36478591
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Conglomerado; ;OMNI (conglomerado); ;22;53;38;113;4408458;268090;4175298
2022;4;Top 15 - Bancos, Financeiras e Instituies de Pagamento;Conglomerado; ;ORIGINAL (conglomerado);14,35;689;876;223;1788;47994411;47843568;3801245
2022;4;Top 15 - Bancos, Financeiras e Instituies de Pagamento;Conglomerado; ;PAGBANK-PAGSEGURO (conglomerado);23,52;652;670;132;1454;27716605;27603910;565836
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Banco/financeira;03816413;PAGUEVELOZ INSTITUIO DE PAGAMENTO LTDA.; ;8;9;0;17;0;0;0
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Conglomerado; ;PARAN BANCO (conglomerado); ;22;123;23;168;546784;11439;535755
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Banco/financeira;03311443;PARATI - CREDITO, FINANCIAMENTO E INVESTIMENTO S.A.; ;27;53;8;88;95648;93466;2897
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Banco/financeira;10878448;PAYPAL DO BRASIL SERVICOS DE PAGAMENTOS LTDA;189,44;34;40;6;80;179473;179471;3
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Banco/financeira;43180355;PEFISA S.A. - CRDITO, FINANCIAMENTO E INVESTIMENTO;11,43;106;49;21;176;9273360;8999432;3045175
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Banco/financeira;17079937;PINBANK BRASIL INSTITUIO DE PAGAMENTO S.A.; ;1;0;0;1;0;0;0
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Conglomerado; ;PINE (conglomerado); ;0;1;2;3;119595;11377;108983
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Conglomerado; ;PORTO SEGURO (conglomerado);59,10;177;132;99;408;2994558;13928;2994386
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Banco/financeira;01800019;PORTOCRED S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTO; ;12;11;19;42;118063;2234;115830
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Banco/financeira;01722480;QUERO-QUERO VERDECARD INSTITUIO DE PAGAMENTO S.A.; ;0;8;3;11;580387;222463;395988
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Banco/financeira;27351731;REALIZE CRDITO, FINANCIAMENTO E INVESTIMENTO S.A.; ;13;53;27;93;5561332;55482;5559674
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Conglomerado; ;RECARGAPAY (conglomerado);7,01;53;41;6;100;7559390;7557722;27113
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Conglomerado; ;RENDIMENTO (conglomerado); ;2;13;3;18;259475;255724;6895
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Banco/financeira;65697260;REPOM S.A.; ;2;0;0;2;270013;270012;4
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Conglomerado; ;RODOBENS (conglomerado); ;2;5;10;17;27298;1537;26117
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Conglomerado; ;SAFRA (conglomerado);63,88;369;514;169;1052;5775583;2040680;4096212
2022;4;Top 15 - Bancos, Financeiras e Instituies de Pagamento;Conglomerado; ;SANTANDER (conglomerado);21,05;1306;3441;1271;6018;62028657;55990014;25546690
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Banco/financeira;00122327;SANTINVEST S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTOS; ;0;5;1;6;11724;439;11285
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Conglomerado; ;SENFF (conglomerado); ;5;10;7;22;474751;185243;338115
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Banco/financeira;05503849;SF3 CRDITO, FINANCIAMENTO E INVESTIMENTO S.A.; ;0;0;1;1;19076;1299;17780
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Banco/financeira;38372267;SHPP BRASIL INSTITUIO DE PAGAMENTO E SERVIOS DE PAGAMENTOS LTDA.; ;21;17;38;76;0;0;0
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Conglomerado; ;SICREDI (conglomerado); ;0;0;1;1;7410928;7388472;219552
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Conglomerado; ;SINOSSERRA (conglomerado); ;2;1;0;3;9868;126;9753
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Banco/financeira;15173776;SOCIAL BANK BANCO MLTIPLO S/A; ;7;0;2;9;1258;1250;11
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Banco/financeira;23757411;SOCIAL BANK INSTITUIO DE PAGAMENTO S.A; ;4;1;0;5;301235;301235; 
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Banco/financeira;03881423;SOCINAL S.A. - CRDITO, FINANCIAMENTO E INVESTIMENTO; ;27;14;15;56;2471;443;2028
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Conglomerado; ;SOFISA (conglomerado); ;23;30;14;67;672226;661744;58375
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Banco/financeira;17359351;STARA FINANCEIRA S.A. - CRDITO FINANCIAMENTO E INVESTIMENTO; ;0;0;1;1;771;25;746
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Conglomerado; ;STONE (conglomerado);14,82;42;111;7;160;2832151;2832054;99
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Banco/financeira;22121209;STRIPE BRASIL SOLUCOES DE PAGAMENTO INSTITUICAO DE PAGAMENTO LTDA; ;0;2;2;4;74; ;74
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Conglomerado; ;SUMUP (conglomerado); ;10;5;5;20;113;0;113
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Banco/financeira;30980539;U4C INSTITUIO DE PAGAMENTO S.A.; ;3;4;0;7;0;0;0
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Banco/financeira;05192316;VIA CERTA FINANCIADORA S.A. - CRDITO, FINANCIAMENTO E INVESTIMENTOS; ;2;3;3;8;467431;17124;455695
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Conglomerado; ;VOITER (conglomerado); ;1;1;1;3;265635;15548;250495
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Conglomerado; ;VOLKSWAGEN (conglomerado); ;14;25;45;84;325412;288;325256
2022;4;Top 15 - Bancos, Financeiras e Instituies de Pagamento;Conglomerado; ;VOTORANTIM (conglomerado);13,05;190;200;138;528;14551717;10657305;5428595
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Conglomerado; ;VR (conglomerado); ;0;2;0;2;77;60;18
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Conglomerado; ;WESTERN UNION (conglomerado); ;5;4;0;9;1;1; 
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Conglomerado; ;WILL (conglomerado);36,34;134;87;59;280;3686960;3686960; 
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Conglomerado; ;XP (conglomerado);85,29;118;30;19;167;1383442;1351319;754933
2022;4;Demais Bancos, Financeiras e Instituies de Pagamento;Conglomerado; ;YAMAHA MOTOR (conglomerado); ;1;6;5;12;191613;172;191464;