Ano;Trimestre;Categoria;Tipo;CNPJ IF;Instituição financeira;Índice;Quantidade de reclamações reguladas procedentes;Quantidade de reclamações reguladas - outras;Quantidade de reclamações não reguladas;Quantidade total de reclamações;Quantidade total de clientes – CCS e SCR;Quantidade de clientes – CCS;Quantidade de clientes – SCR;
2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;ABC-BRASIL (conglomerado); ;3;1;4;8;38792;37048;4559;
2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;13140088;ACESSO SOLUÇÕES DE PAGAMENTO S.A.;13,24;30;38;3;71;2265540;2265540; ;
2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;AGIBANK (conglomerado);77,63;132;223;79;434;1700228;1375944;1011273;
2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;36321990;AGORACRED S/A SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;1;2;2;5;497481;132;497349;
2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;27214112;AL5 S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;0;2;3;5;27283;15337;16622;
2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;ALFA (conglomerado); ;12;35;10;57;418830;267342;152627;
2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;ANDBANK (conglomerado); ;0;0;1;1;4374;4374;33;
2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;19540550;ASAAS GESTÃO FINANCEIRA INSTITUIÇÃO DE PAGAMENTO S.A.; ;3;11;2;16;296526;296526; ;
2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;54403563;BANCO ARBI S.A.; ;7;13;0;20;48842;40411;9387;
2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;00997185;BANCO B3 S.A.; ;1;0;3;4;874;874; ;
2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;33132044;BANCO CEDULA S.A.; ;0;2;0;2;18016;2809;15430;
2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;02992446;BANCO CNH INDUSTRIAL CAPITAL S.A.; ;2;0;0;2;29075;1232;27996;
2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;08357240;BANCO CSF S.A.;12,63;94;86;26;206;7437471; ;7437471;
2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;04902979;BANCO DA AMAZONIA S.A.; ;3;3;5;11;563256;488547;195226;
2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;92874270;BANCO DIGIMAIS S.A.;657,93;217;48;44;309;329820;172712;211804;
2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;13009717;BANCO DO ESTADO DE SERGIPE S.A.; ;21;22;13;56;1106905;832301;650078;
2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;04913711;BANCO DO ESTADO DO PARÁ S.A.; ;19;25;14;58;943319;820262;419303;
2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;07237373;BANCO DO NORDESTE DO BRASIL S.A.; ;9;26;31;66;9079293;8496689;3340534;
2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;58616418;BANCO FIBRA S.A.; ;1;1;0;2;163906;4390;160140;
2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;62237425;BANCO FIDIS S/A; ;1;0;0;1;892;179;733;
2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;53518684;BANCO HSBC S.A.; ;0;0;5;5;3528;3515;76;
2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;04866275;BANCO INBURSA S.A.; ;12;7;4;23;20983;10;20973;
2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;33588252;BANCO INDUSCRED DE INVESTIMENTO S.A.; ;1;0;0;1;104;27;84;
2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;78632767;BANCO OURINVEST S.A.; ;2;8;1;11;131481;127917;3611;
2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;61820817;BANCO PAULISTA S.A.; ;10;0;0;10;46760;7922;39134;
2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;01023570;BANCO RABOBANK INTERNATIONAL BRASIL S.A.; ;0;1;0;1;3831;3643;1751;
2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;80271455;BANCO RNX S.A.; ;0;0;1;1;2261;57;2219;
2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;00795423;BANCO SEMEAR S.A.; ;0;2;1;3;311109;4418;307467;
2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BANCO SICOOB (conglomerado); ;26;36;9;71;5462202;2521215;3574459;
2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;07679404;BANCO TOPÁZIO S.A.; ;1;2;2;5;13722;12530;2947;
2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BANCO TOYOTA DO BRASIL S.A. (conglomerado); ;2;5;6;13;151938;15265;137558;
2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;17351180;BANCO TRIANGULO S.A.; ;11;21;11;43;1938394;633710;1737249;
2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BANESTES (conglomerado); ;24;25;16;65;1367792;1317332;479206;
2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BANRISUL (conglomerado);14,72;75;233;95;403;5091709;3710716;3974497;
2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BARIGUI (conglomerado); ;26;54;13;93;309334;279133;63834;
2022;1º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BB (conglomerado);12,32;891;1819;1116;3826;72316273;66161824;33862615;
2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;20443996;BECKER FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;0;0;1;1;146480;7;146476;
2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;11285104;BIORC FINANCEIRA - CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.; ;0;1;0;1;18268;254;18014;
2022;1º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BMG (conglomerado);47,20;489;577;118;1184;10358318;6712419;5648428;
2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BMW (conglomerado); ;1;2;1;4;28673;26682;20291;
2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BNP PARIBAS (conglomerado);79,87;173;313;58;544;2165958;11882;2154555;
2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BNQI - FINANCEIRO (conglomerado); ;29;74;5;108; ; ; ;
2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BOCOM (conglomerado); ;1;0;0;1;8804;7271;2068;
2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BOFA MERRILL LYNCH (conglomerado); ;0;1;0;1;4697;4691;110;
2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;13370835;BPP INSTITUIÇÃO DE PAGAMENTO S.A.;18,40;36;18;3;57;1955803;1955803; ;
2022;1º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRADESCO (conglomerado);25,22;2587;3473;1987;8047;102567618;93858121;44622099;
2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRB (conglomerado);51,38;206;227;176;609;4008721;3790552;1487581;
2022;1º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BTG PACTUAL/BANCO PAN (conglomerado);68,20;1290;1054;507;2851;18913034;13149801;9776731;
2022;1º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;C6 BANK (conglomerado);77,99;1265;1300;480;3045;16218908;14546414;5723394;
2022;1º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;CAIXA ECONÔMICA FEDERAL (conglomerado);13,17;1911;2563;2092;6566;145044033;143432228;24508861;
2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;09313766;CARUANA S.A. - SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;0;2;0;2;60157;54810;13824;
2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;CCB (conglomerado); ;5;68;10;83;183466;3623;180307;
2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;13935893;CELCOIN INSTITUICAO DE PAGAMENTO S.A.; ;5;5;2;12;0; ; ;
2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;01027058;CIELO S.A.; ;21;27;25;73;146900;146794;106;
2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;CITIBANK (conglomerado); ;1;6;1;8;18222;17192;1934;
2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;COBUCCIO (conglomerado); ;8;8;24;40; ; ; ;
2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;COLOMBO (conglomerado); ;0;5;1;6;374111;52;374077;
2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;CRED-SYSTEM (conglomerado); ;22;32;12;66; ; ; ;
2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;62895230;CREDI-SHOP S/A - INSTITUIÇÃO DE PAGAMENTO; ;0;3;0;3;718253; ;718253;
2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;CREFISA (conglomerado);52,61;160;144;72;376;3040767;1912347;1687604;
2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;DAYCOVAL (conglomerado);150,03;205;352;43;600;1366381;184638;1221767;
2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;21018182;EBANX INSTITUICAO DE PAGAMENTOS LTDA.;173,53;93;98;16;207;535917;535915;2;
2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;39321657;FACEBOOK INSTITUIÇÃO DE PAGAMENTO DO BRASIL LTDA.; ;0;0;1;1;0; ; ;
2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;15581638;FACTA FINANCEIRA S.A. - CRÉDITO FINANCIAMENTO E INVESTIMENTO;134,16;75;258;20;353;559026;682;558350;
2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;36583700;FC FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;1;0;0;1;17470; ;17470;
2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;00411939;FINAMAX S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTO; ;1;0;1;2;85967;1623;84383;
2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;02732968;FORTBRASIL ADMINISTRADORA DE CARTOES DE CREDITO S/A; ;1;3;0;4;653498; ;653498;
2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;GENIAL (conglomerado); ;11;2;1;14;452120;452117;53;
2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;GERENCIANET (conglomerado); ;6;12;2;20;296726;296684;6621;
2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;GM (conglomerado); ;3;3;15;21;245739;483;245340;
2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;10314753;GREEN NET INSTITUIÇÃO DE PAGAMENTO LTDA; ;0;0;1;1;0; ; ;
2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;GRUPO BONSUCESSO - BS2 (conglomerado);74,59;71;116;20;207;951797;946580;16631;
2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;GRUPO ZEMA (conglomerado); ;4;4;4;12;471569;3879;468856;
2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;HERVAL - HS (conglomerado); ;1;3;3;7;203133;921;202497;
2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;HONDA (conglomerado); ;3;3;5;11;397644;123;397605;
2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;13884775;HUB PAGAMENTOS S.A; ;18;25;3;46;2891451;2891451; ;
2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;17453575;ICBC DO BRASIL BANCO MÚLTIPLO S.A.; ;0;2;0;2;208;194;23;
2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;INDUSTRIAL DO BRASIL (conglomerado); ;5;16;2;23;65379;4647;61507;
2022;1º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;INTER (conglomerado);48,85;833;688;199;1720;17049709;16953999;2638025;
2022;1º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;ITAU (conglomerado);12,26;1136;2726;1560;5422;92631221;73942108;53934158;
2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;15111975;IUGU INSTITUIÇÃO DE PAGAMENTO S.A.; ;7;6;1;14;1381; ;1381;
2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;04230630;JBCRED S.A. SOCIEDADE DE CREDITO, FINANCIAMENTO E INVESTIMENTO; ;0;5;4;9;57183; ;57183;
2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;JP MORGAN CHASE (conglomerado); ;0;2;1;3;4029;4004;105;
2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;06040559;KREDILIG S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;0;2;0;2;331957;5;331955;
2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;11271860;LEBES FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;0;1;1;2;284124;5;284120;
2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;07652226;LECCA CRÉDITO, FINANCIAMENTO E INVESTIMENTO S/A; ;2;0;1;3;27174;278;26896;
2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;07747410;M PAGAMENTOS S.A. - CRÉDITO FINANCIAMENTO E INVESTIMENTO; ;6;4;2;12;667419; ;667419;
2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;MASTER (conglomerado);601,71;88;87;10;185;146248;7754;138778;
2022;1º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;MERCADO CRÉDITO (conglomerado);24,96;800;1213;189;2202;32050707;32007869;3346123;
2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;MERCANTIL DO BRASIL (conglomerado);53,16;255;199;49;503;4796822;3811309;2339142;
2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;MERCEDES-BENZ (conglomerado); ;0;0;1;1;19627;409;19300;
2022;1º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;09464032;MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;2,87;31;96;37;164;10786244;1470241;10558992;
2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;MODAL (conglomerado); ;25;33;8;66;1589489;1589126;46505;
2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;04379829;NEGRESCO S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTOS; ;1;7;1;9;448030;607;447424;
2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;NEON (conglomerado);441,13;385;114;29;528;872741;0;872741;
2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;74828799;NOVO BANCO CONTINENTAL S.A. - BANCO MÚLTIPLO; ;3;41;1;45;198099;3202;195343;
2022;1º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;NUBANK (conglomerado);7,48;410;859;272;1541;54748336;52847381;26162099;
2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;OMNI (conglomerado); ;23;65;53;141;5019455;202517;4838125;
2022;1º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;ORIGINAL (conglomerado);21,59;822;867;236;1925;38069786;37864819;3568320;
2022;1º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;PAGBANK-PAGSEGURO (conglomerado);14,87;345;784;139;1268;23191620;23183549;331895;
2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;PARANÁ BANCO (conglomerado); ;21;164;9;194;505065;10432;494974;
2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;03311443;PARATI - CREDITO, FINANCIAMENTO E INVESTIMENTO S.A.; ;24;41;4;69;45080;44177;1328;
2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;10878448;PAYPAL DO BRASIL SERVICOS DE PAGAMENTOS LTDA;3,58;34;70;10;114;9476077;9476075;3;
2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;43180355;PEFISA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;10,57;82;38;10;130;7753628;7531149;2667685;
2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;PINE (conglomerado); ;1;2;0;3;13027;11478;2279;
2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;PORTO SEGURO (conglomerado);30,20;100;70;71;241;3310348; ;3310348;
2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;01800019;PORTOCRED S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTO; ;16;19;9;44;138135;2234;135902;
2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;01722480;QUERO-QUERO VERDECARD INSTITUIÇÃO DE PAGAMENTO S.A.; ;4;11;2;17;389143; ;389143;
2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;27351731;REALIZE CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.; ;10;48;24;82;5636382;841;5636356;
2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;RECARGAPAY (conglomerado); ;25;26;23;74; ; ; ;
2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;RENDIMENTO (conglomerado); ;3;15;3;21;215526;211666;6509;
2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;65697260;REPOM S.A.; ;0;1;0;1;267987;267985;4;
2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;RODOBENS (conglomerado); ;1;2;0;3;15610;1553;14421;
2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;06249129;RPW S/A SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;0;0;1;1;2385; ;2385;
2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;SAFRA (conglomerado);33,93;189;473;211;873;5570140;2374691;3594598;
2022;1º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;SANTANDER (conglomerado);27,37;1589;3015;1509;6113;58048730;51261246;26074237;
2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;SENFF (conglomerado); ;1;1;2;4;193066;116106;80555;
2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;05503849;SF3 CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.; ;0;2;0;2;30878;1282;29599;
2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;SICREDI (conglomerado); ;0;1;0;1;6566416;6545001;198969;
2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;15173776;SOCIAL BANK BANCO MÚLTIPLO S/A; ;7;3;5;15;1346;1311;46;
2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;SOCIETE GENERALE (conglomerado); ;1;1;1;3;480;375;154;
2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;03881423;SOCINAL S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;5;3;8;16;2230;452;1778;
2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;SOFISA (conglomerado); ;17;34;10;61;465763;456537;18681;
2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;SOROCRED (conglomerado); ;14;27;12;53;294357;1075;293295;
2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;STONE (conglomerado);54,99;116;139;10;265;2109401;2109302;102;
2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;41498340;TENTOS S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;0;0;1;1;282; ;282;
2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;09473806;TODESCREDI S/A - CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;0;0;1;1;36500;12;36488;
2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;UBS (conglomerado); ;0;1;0;1;0;0; ;
2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;05192316;VIA CERTA FINANCIADORA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTOS; ;2;4;0;6;426258;2456;424797;
2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;VOITER (conglomerado); ;1;3;0;4;164166;4884;159535;
2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;VOLKSWAGEN (conglomerado); ;14;16;27;57;327452;288;327302;
2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;VOLVO (conglomerado); ;0;1;0;1;7774;49;7766;
2022;1º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;VOTORANTIM (conglomerado);8,17;179;177;146;502;21892612;18823383;5432526;
2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;WESTERN UNION (conglomerado); ;4;4;0;8;1;1; ;
2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;23862762;WILL FINANCEIRA S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;23;33;24;80;2452408;2451566;562744;
2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;XP (conglomerado);166,42;81;23;7;111;486698;484824;365064;
2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;YAMAHA MOTOR (conglomerado); ;2;7;6;15;213551;143;213433;
